"project","station","date","time","net_size","high_algae","high_detritus","high_silt","no_micro_tally","no_meso_tally","samp_num","tow","id_by","scope","mag","id_date","num_of_jars","num_of_vials","category","taxon","count","subsample","v1_ml","sub1_ml","v2_ml","sub2_ml","vsed_ml"
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MICROZOOPLANKTON & NAUPLII","Synchaeta",6,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MICROZOOPLANKTON & NAUPLII","Testudinella",5,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MICROZOOPLANKTON & NAUPLII","Trichocerca",9,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MICROZOOPLANKTON & NAUPLII","Trichotria",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MICROZOOPLANKTON & NAUPLII","Copepod nauplii",216,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MICROZOOPLANKTON & NAUPLII","Ostracods",18,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Acanthocyclops vernalis adult",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Acanthocyclops vernalis copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Cyclopoid adult",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Cyclopoid copepodid",43,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Diacyclops thomasi",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Ectocyclops phaleratus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Ergasilus spp.",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Eucyclops pectinifer",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Limnoithona copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Limnoithona sinensis",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Limnoithona spp.",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Limnoithona tetraspina",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Macrocyclops albidus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Mesocyclops edax",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Microcyclops rubellus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Oithona copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Oithona davisae",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Oithona similis",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Oithona spp.",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Paracyclops fimbriatus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CYCLOPOIDS","Tropocyclops",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Acartia copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Acartia spp.",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Acartiella copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Acartiella sinensis",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Arctodiaptomus dorsalis",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Calanoid copepodid",16,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Diaptomus copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Diaptomus spp.",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Eurytemora affinis adult",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Eurytemora affinis copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Leptodiaptomus siciloides",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Osphranticum copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Osphranticum labronectum",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Pseudodiaptomus forbesi adult",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Pseudodiaptomus forbesi copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Sinocalanus doerrii adult",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Sinocalanus doerrii copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Skistodiaptomus pallidus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Tortanus copepodid",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CALANOIDS","Tortanus spp.",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Alona",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Alonella",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Bosmina",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Camptocercus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Camptocercus juvenile",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Ceriodaphnia",2,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Chydorus",7,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Daphnia",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Diaphanosoma",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Disparalona",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Eurycercus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Graptoleberis",12,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Ilyocryptus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Kurzia",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Leydigia",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Macrothrix",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Moina",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Monospilus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Picripleuroxus",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Pleuroxus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Pseudochydorus",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Scapholeberis",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Sida",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"CLADOCERA","Simocephalus",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"HARPACTICOIDS","Harpacticoids",3,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Amphipoda",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Annelida",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Bivalvia veliger",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Cnidaria",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Cumacean",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Hydrachnidia",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Insect larvae",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Isopoda",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Larval fish",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Mollusca larvae",2,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Mysida",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Nematoda",1,1,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Shrimp",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Tardigrada",0,0,113,0.77,113,0.77,20
"NDFS","STTD",2021-10-13,"11:07","50um",TRUE,FALSE,TRUE,FALSE,FALSE,141,NA,"BSA","wilovert","100x",2022-01-12,"1",NA,"MACROZOOPLANKTON","Jellyfish",0,0,113,0.77,113,0.77,20
